Gene,Average_Score,Classification,Cortex,Striatum,hiPSC,Fetal,SynGO,GO Synapse,SynDB,SynSysNet
ANKRD13C,4.537477116826333,Negative,0,0,0,0,0,0,0,0
ANKRD13D,4.39286813822275,Negative,1,0,0,0,0,0,0,0
ANKRD17,4.690419946465666,EnSig,1,0,0,0,0,0,0,0
ANKRD2,4.4030853784864155,Negative,0,0,0,0,0,0,0,0
ANKRD26,4.431994399695916,Negative,0,0,0,0,0,0,0,0
ANKRD27,4.588195920940833,Negative,0,0,0,0,0,0,0,0
ANKRD28,4.029333163210833,Negative,0,0,1,0,0,0,0,0
ANKRD30A,4.722419937811167,EnSig,0,0,0,0,0,0,0,0
ANKRD49,4.1120952713318335,Negative,0,0,0,0,0,0,0,0
ANKRD50,3.692467165050875,Negative,0,0,0,0,0,0,0,0
ANKRD53,4.114981213525535,Negative,0,0,0,0,0,0,0,0
ANKRD54,4.28065938959025,Negative,0,0,0,0,0,0,0,0
ANKRD6,4.208468719355999,Negative,0,0,0,0,0,0,0,0
ANKS1A,4.554318353906333,Negative,0,0,1,0,0,0,0,0
ANKS1B,5.0572190917435,EnSig,1,1,0,1,1,1,1,0
ANKS4B,4.348273478202511,Negative,0,0,0,0,0,0,0,0
ANKS6,4.289105271897541,Negative,0,0,0,0,0,0,0,0
ANLN,4.913763923124572,EnSig,1,1,0,0,0,0,0,0
ANO1,4.144781137407075,Negative,0,0,0,0,1,0,0,0
ANO10,4.250635457580849,Negative,0,0,0,0,0,0,0,0
ANO2,4.24781971859349,Negative,0,0,0,0,1,0,0,0
ANO3,4.708608915206,EnSig,0,0,0,0,0,0,0,0
ANO5,4.535507436439,Negative,0,0,0,0,0,0,0,0
ANO6,4.4489568389905,Negative,0,0,0,0,0,0,0,0
ANO8,4.428484171517705,Negative,1,0,1,0,0,0,0,0
ANP32A,4.309991287181285,Negative,1,0,0,0,0,0,0,0
ANP32B,4.613785319527167,Negative,0,0,0,0,0,0,0,0
ANP32E,4.801821036487,EnSig,0,0,0,0,0,0,0,0
ANPEP,4.367384774964666,Negative,0,0,0,0,0,0,0,0
ANTXR1,4.328866700765,Negative,0,0,0,0,0,0,0,0
ANTXR2,4.1210874225745835,Negative,0,0,0,0,0,0,0,0
ANXA11,4.603329532770999,Negative,0,0,1,0,0,0,1,1
ANXA13,4.581750530904416,Negative,0,0,0,0,0,0,0,0
ANXA2,4.884839857444001,EnSig,0,0,1,1,0,0,1,1
ANXA3,4.5060788058880945,Negative,0,0,1,0,0,0,1,0
ANXA4,4.045316847764424,Negative,0,0,0,0,0,0,0,0
ANXA5,4.7551289087275,EnSig,0,0,1,0,1,0,1,1
ANXA6,4.540516594009166,Negative,1,0,1,1,0,0,1,1
ANXA7,4.251057800133,Negative,1,0,1,0,0,0,1,1
ANXA9,4.250059949194444,Negative,0,0,0,0,0,0,0,0
AOC1,4.358627402387499,Negative,0,0,0,0,0,0,0,0
AOC2,4.5439662074215,Negative,0,0,0,0,0,0,0,0
AOX1,4.465234804134999,Negative,0,0,1,0,0,0,0,0
AP1AR,4.672212871060999,EnSig,0,0,0,0,0,0,0,0
AP1B1,4.1623163570948565,Negative,1,1,1,1,0,0,1,1
AP1G1,4.552103604981558,Negative,1,0,1,0,1,0,1,0
AP1G2,4.205106784948582,Negative,0,0,0,0,0,0,0,0
AP1M1,4.1537305028104985,Negative,0,0,1,1,0,0,0,1
AP1M2,4.4826682037675765,Negative,1,0,0,0,0,0,0,1
AP1S1,4.364398115192583,Negative,1,0,0,0,0,1,1,0
AP1S2,4.427781492505389,Negative,0,0,0,0,1,0,0,0
AP1S3,4.220469485415166,Negative,0,0,0,0,0,0,0,0
AP2A1,4.628628942622499,Negative,1,1,1,1,0,0,1,1
AP2A2,5.010592469594653,EnSig,1,1,1,1,0,0,1,1
AP2B1,4.872041639280916,EnSig,1,1,1,1,1,1,1,1
AP2M1,4.8311595325745,EnSig,1,1,1,1,1,0,1,1
AP2S1,4.2970478270028325,Negative,1,1,0,0,0,0,0,1
AP3B1,4.461963995675251,Negative,0,0,1,0,0,1,1,0
AP3B2,4.391066589593056,Negative,1,1,1,1,0,0,1,0
AP3M1,4.283589162045035,Negative,1,0,1,1,0,0,0,0
AP3M2,4.519959299418658,Negative,1,1,1,0,0,0,1,1
AP3S1,4.337788499444833,Negative,1,1,1,0,0,0,1,0
AP4B1,4.187150962210583,Negative,0,0,0,0,0,0,0,0
AP4E1,4.4607334853380545,Negative,0,0,0,0,0,0,0,0
AP4M1,4.115465284180262,Negative,0,0,0,0,0,0,0,0
AP5M1,4.060018541328786,Negative,0,0,1,0,0,0,0,0
AP5Z1,4.257862489243,Negative,0,0,0,0,0,0,0,0
APAF1,4.485432962404309,Negative,0,0,0,0,0,0,0,0
APBA1,4.41774804293975,Negative,1,1,1,0,1,1,0,1
APBA2,4.648365047386952,Negative,1,1,0,0,1,1,0,1
APBB1,4.61072479589325,Negative,1,0,1,0,1,1,0,0
APBB1IP,4.2916992526295,Negative,0,0,0,0,0,0,0,0
APBB2,4.4110946279265,Negative,0,0,0,0,0,1,0,0
APC,5.112222772451499,EnSig,1,1,1,1,0,0,1,0
APC2,4.924108316823999,EnSig,0,0,1,1,1,1,0,0
APEH,3.9355355671693326,Negative,0,0,1,0,0,0,0,0
APEX1,4.548379356251832,Negative,0,0,1,1,0,0,0,0
APEX2,4.3654692239178345,Negative,0,0,0,0,0,0,0,0
APH1A,4.301676750044167,Negative,0,0,0,0,1,1,0,1
API5,4.318932279941416,Negative,0,0,1,0,0,0,0,0
APIP,4.54364579461,Negative,0,0,0,0,0,0,0,0
APLF,4.2437149249639985,Negative,0,0,0,0,0,0,0,0
APLNR,4.781094339998999,EnSig,0,0,0,0,0,0,0,0
APLP1,4.407168537927277,Negative,0,0,1,0,0,0,0,0
APLP2,4.598099870932999,Negative,1,0,1,0,0,0,0,0
APMAP,4.3563231714169985,Negative,0,0,1,1,0,0,0,0
APOA1,4.901469841318749,EnSig,0,0,0,0,0,0,0,0
APOA2,4.2889087118979985,Negative,0,0,0,0,0,0,0,0
APOA5,4.6052992604065,Negative,0,0,0,0,0,0,0,0
APOB,4.916744639496452,EnSig,0,0,0,0,0,0,0,0
APOBEC2,4.308961144364889,Negative,0,0,0,0,0,0,0,0
APOBEC3B,4.4537687322903325,Negative,0,0,0,0,0,0,0,0
APOBEC3F,4.249777614232915,Negative,0,0,0,0,0,0,0,0
APOBEC3G,4.4678511177798335,Negative,0,0,0,0,0,0,0,0
APOC2,4.4058390779055,Negative,0,0,0,0,0,0,0,0
APOH,4.423198121494332,Negative,0,0,0,0,0,0,0,0
APOL1,4.2847872867177035,Negative,0,0,0,0,0,0,0,0
APOL2,4.023049090693166,Negative,0,0,0,0,0,0,0,0
APOL3,3.932307265434075,Negative,0,0,0,0,0,0,0,0
APOL5,4.594396463843498,Negative,0,0,0,0,0,0,0,0
APOL6,4.485842363571427,Negative,0,0,0,0,0,0,0,0
APOO,4.350364101772999,Negative,0,0,0,0,0,0,0,0
APOOL,4.507620941672499,Negative,0,0,0,0,0,0,0,0
APP,4.689959129307197,EnSig,1,1,1,1,1,1,0,1
APPBP2,4.461595069595332,Negative,0,0,0,0,0,0,0,1
APPL1,4.5117099797756675,Negative,1,1,1,0,0,0,1,0
APPL2,4.190896997208166,Negative,1,0,0,0,0,0,1,0
APRT,4.271036423580832,Negative,0,0,1,0,0,0,0,0
APTX,4.1420470671953336,Negative,0,0,0,0,0,0,0,0
AQP1,4.482643936397563,Negative,0,0,0,0,0,0,1,0
AQP2,4.171970410796999,Negative,0,0,0,0,0,0,0,0
AQP4,4.654134039264666,Negative,1,0,0,0,0,0,1,1
AQP5,4.515618878224916,Negative,0,0,0,0,0,0,0,0
AQP8,4.389309719406999,Negative,0,0,0,0,0,0,0,0
AQP9,4.45203791214675,Negative,0,0,0,0,0,0,0,0
AQR,4.3602979000187485,Negative,0,0,0,0,0,0,0,0
AR,4.595467699067,Negative,0,0,0,0,0,0,0,0
ARAF,4.489382907885666,Negative,1,0,0,0,0,0,0,0
ARAP1,4.52903139821775,Negative,0,0,0,0,0,0,0,0
ARAP2,4.751400502983666,EnSig,1,0,0,0,0,0,0,0
ARAP3,4.5484859769662265,Negative,0,0,0,0,0,0,0,0
ARC,4.529268200768637,Negative,0,0,0,0,1,1,1,0
ARCN1,4.5862250517795005,Negative,0,1,1,1,0,0,1,0
AREL1,4.2030828502117785,Negative,0,0,0,0,0,0,0,0
ARF1,4.807437738006,EnSig,0,0,0,0,1,1,1,0
ARF3,4.734231667824903,EnSig,1,0,1,0,0,0,1,0
ARF4,4.61260399945408,Negative,0,0,1,0,1,1,0,1
ARF5,4.673913193169222,EnSig,0,1,1,0,0,0,1,0
ARF6,4.101886499713305,Negative,1,0,0,0,1,1,0,0
ARFGAP1,4.359488572151832,Negative,1,0,1,0,1,1,0,1
ARFGAP2,4.9430620345678316,EnSig,1,1,1,0,0,0,1,0
ARFGAP3,4.6027210226585,Negative,0,0,0,0,1,0,0,0
ARFGEF1,4.688268895874499,EnSig,1,0,1,1,0,0,0,0
ARFGEF2,4.551713374574333,Negative,1,0,1,0,1,1,0,0
ARFIP1,4.4800454755353325,Negative,0,0,0,0,0,0,0,0
ARFIP2,4.052019616608714,Negative,1,0,0,0,0,0,0,1
ARFRP1,4.222476585733375,Negative,0,0,0,0,0,0,0,0
ARG1,4.2638693897746665,Negative,0,0,0,0,0,0,0,0
ARG2,4.431430800225055,Negative,0,0,1,0,0,0,0,0
ARGLU1,4.427642853077166,Negative,0,0,0,0,0,0,0,0
ARHGAP1,4.4371412548595,Negative,1,1,1,0,0,0,1,1
ARHGAP10,4.545968310204083,Negative,0,0,0,0,0,0,0,0
ARHGAP11A,4.241697807950083,Negative,0,0,0,0,0,0,0,0
ARHGAP12,4.634688091703583,Negative,0,0,0,0,0,0,0,0
ARHGAP15,4.520493557246499,Negative,0,0,0,0,0,0,0,0
ARHGAP17,4.0675553866978325,Negative,0,0,1,0,0,0,0,0
ARHGAP18,4.3418642747251335,Negative,0,0,0,0,0,0,0,0
ARHGAP19,4.4873998547915,Negative,0,0,0,0,0,0,0,0
ARHGAP20,4.092173443074971,Negative,0,0,0,0,0,0,0,0
ARHGAP21,4.919806462893912,EnSig,1,0,1,1,0,0,1,0
ARHGAP22,4.308970895611443,Negative,0,0,1,0,1,1,0,0
ARHGAP24,4.394190616721,Negative,0,0,0,0,0,0,0,0
ARHGAP25,4.162711410085532,Negative,0,0,0,0,0,0,0,0
ARHGAP26,4.628860246426095,Negative,1,0,0,0,0,0,1,0
ARHGAP27,4.453063808681249,Negative,0,0,0,0,0,0,0,0
ARHGAP29,4.380145953947299,Negative,0,0,1,0,0,0,0,0
ARHGAP31,4.38808556399575,Negative,0,0,0,0,0,0,0,0
ARHGAP32,4.849586548930501,EnSig,1,1,1,0,0,1,0,0
ARHGAP33,4.23255395947675,Negative,1,1,1,1,0,1,0,0
ARHGAP35,4.459535215229249,Negative,1,0,1,1,0,0,0,0
ARHGAP36,2.8525906241118446,Negative,0,0,0,0,0,0,0,0
ARHGAP39,4.3923899618985,Negative,1,0,1,1,1,1,0,0
ARHGAP4,4.4955814104110665,Negative,0,0,0,0,0,0,0,0
ARHGAP44,4.1529185643838336,Negative,1,1,0,0,1,1,0,0
ARHGAP5,4.483851954791416,Negative,1,0,1,0,0,0,0,0
ARHGAP6,4.516169974052833,Negative,0,0,0,0,0,0,0,0
ARHGAP8,4.1976668542784985,Negative,0,0,0,0,0,0,0,0
ARHGAP9,4.484441385824499,Negative,0,0,0,0,0,0,0,0
ARHGDIA,5.1190034607036665,EnSig,1,1,1,1,1,0,1,1
ARHGDIB,4.498691857459749,Negative,0,0,0,0,0,0,0,0
ARHGEF10,4.018335536034291,Negative,1,0,0,0,0,0,0,0
ARHGEF10L,4.096927546113833,Negative,0,0,0,0,0,0,0,0
ARHGEF11,4.392324239331445,Negative,0,0,1,0,0,0,0,0
ARHGEF12,4.344080326401583,Negative,1,0,1,0,0,0,0,0
ARHGEF15,4.07622462004675,Negative,0,0,0,0,1,0,0,0
ARHGEF16,4.399109497187452,Negative,0,0,0,0,0,0,0,0
ARHGEF17,4.5808277578275005,Negative,0,0,0,0,0,0,0,0
ARHGEF19,4.120246271797416,Negative,0,0,0,0,0,0,0,0
ARHGEF2,4.19131150292611,Negative,1,1,1,1,1,1,1,0
ARHGEF25,4.183423288376333,Negative,0,0,0,0,0,0,0,0
ARHGEF26,4.286234643878727,Negative,0,0,0,0,0,0,0,0
ARHGEF28,4.353523541053167,Negative,0,0,0,0,0,0,0,0
ARHGEF3,4.485139966552166,Negative,0,0,1,0,0,0,0,0
ARHGEF37,4.646642608676999,Negative,0,0,0,0,0,0,0,0
ARHGEF38,4.2510182932035,Negative,0,0,0,0,0,0,0,0
ARHGEF39,4.300509347755082,Negative,0,0,0,0,0,0,0,0
ARHGEF4,4.1196225855772495,Negative,0,0,0,0,0,0,0,0
ARHGEF40,4.3279388593568795,Negative,0,0,1,0,0,0,0,0
ARHGEF5,4.610064666522318,Negative,0,0,0,0,0,0,0,0
ARHGEF6,4.601966856490087,Negative,0,0,0,0,0,0,0,0
ARHGEF7,4.677032852947611,EnSig,1,0,1,1,1,0,1,0
ARHGEF9,4.642418685489499,Negative,0,0,0,0,1,1,0,0
ARID1A,4.625308124325833,Negative,0,0,1,0,0,0,0,0
ARID1B,4.276631301445501,Negative,0,0,0,0,0,0,0,0
ARID2,4.396373767950618,Negative,0,0,0,0,0,0,0,0
ARID3A,4.258571609361833,Negative,0,0,0,0,0,0,0,0
ARID3B,4.362650430593583,Negative,0,0,1,0,0,0,1,0
ARID4A,4.2851020255081504,Negative,0,0,0,0,0,0,0,0
ARID4B,4.249614581846833,Negative,0,0,0,0,0,0,0,0
ARID5A,4.092544879755166,Negative,0,0,0,0,0,0,0,0
ARID5B,4.372387992048917,Negative,0,0,0,0,0,0,0,0
ARIH1,4.2521456920423075,Negative,0,0,1,0,0,0,0,0
ARIH2,4.276423028723285,Negative,0,0,1,0,0,0,0,0
ARL13A,4.409855403313499,Negative,0,0,0,0,0,0,0,0
ARL13B,4.322126071917618,Negative,0,0,0,0,0,0,0,0
ARL14EP,4.177467569896416,Negative,0,0,0,0,0,0,0,0
ARL2BP,4.5185813850375,Negative,0,0,0,0,0,0,1,0
ARL5A,4.361648693352929,Negative,0,0,0,0,0,0,0,0
ARL6IP4,4.647006488936166,Negative,0,0,0,0,0,0,0,0
ARL6IP5,4.509672418507397,Negative,1,0,1,0,1,0,0,1
ARL8B,4.764196300055444,EnSig,1,0,1,0,1,1,0,1
ARMC10,4.561854945089083,Negative,1,0,1,0,0,0,1,0
ARMC4,4.514361454425999,Negative,0,0,0,0,0,0,0,0
ARMC6,4.483800123752499,Negative,1,1,1,0,0,0,0,0
ARMC8,4.183838430816833,Negative,0,0,1,0,0,0,0,0
ARMCX1,4.196333160145929,Negative,0,0,1,0,0,0,0,0
ARMCX2,3.9275790888573336,Negative,1,0,1,0,0,0,0,0
ARMCX3,4.2727583112742415,Negative,1,1,1,0,0,0,0,0
ARNT,4.094473690497166,Negative,0,0,0,0,0,0,1,0
ARNT2,4.547446278717,Negative,0,0,0,0,0,0,0,0
ARNTL,4.1733881278255,Negative,0,0,0,0,0,0,0,0
ARNTL2,4.232326013403536,Negative,0,0,0,0,0,0,0,0
ARPC1A,4.559583786070166,Negative,1,1,1,1,0,0,1,1
ARPC1B,4.789796170474285,EnSig,0,0,1,0,0,0,0,0
ARPC2,4.669225191499001,Negative,1,1,1,1,1,1,1,0
ARPC3,4.581076169150119,Negative,1,0,1,0,0,0,1,1
ARPC4,4.0646853986989155,Negative,1,1,1,1,0,0,1,1
ARPC5,4.111741698572178,Negative,1,1,1,1,0,0,0,1
ARPC5L,4.4841274192926655,Negative,1,1,0,0,1,1,1,0
ARPIN,4.699864946189333,EnSig,0,0,0,0,0,0,0,0
ARPP19,4.308825890455498,Negative,0,0,0,0,0,0,0,0
ARRB1,4.2501072346964985,Negative,1,0,1,0,0,1,1,0
ARRB2,4.212633120988,Negative,0,0,1,0,1,1,0,0
ARRDC1,4.022744569372375,Negative,0,0,0,0,0,0,0,0
ARRDC3,4.467468087595,Negative,0,0,0,0,0,0,0,0
ARRDC4,4.453117034503345,Negative,0,0,0,0,0,0,0,0
ARSB,4.398560561280333,Negative,0,0,0,0,0,0,0,0
ARSG,4.188317842339249,Negative,0,0,0,0,0,0,0,0
ARSI,4.374262802787,Negative,0,0,0,0,0,0,0,0
ARSJ,4.4396060147548315,Negative,0,0,0,0,0,0,0,0
ARSK,4.552951207553666,Negative,0,0,0,0,0,0,0,0
ART4,4.3436979575815,Negative,0,0,0,0,0,0,0,0
ARV1,4.598476804455332,Negative,0,0,0,0,0,0,0,0
ARVCF,4.246296269157998,Negative,1,1,1,1,0,0,0,0
ARX,4.415024829520499,Negative,0,0,0,0,0,0,0,0
AS3MT,4.3783719297728325,Negative,0,0,0,0,0,0,0,0
ASAH1,5.616227615086998,EnSig,0,0,1,0,0,0,0,0
ASAP1,4.468634696490415,Negative,1,1,1,1,0,1,0,0
ASAP2,4.541510433938698,Negative,1,0,0,0,0,0,0,0
ASAP3,4.5020423894022485,Negative,0,0,0,0,0,0,0,0
ASB1,4.496912568121332,Negative,0,0,0,0,0,0,0,0
ASB10,2.795587156087619,Negative,0,0,0,0,0,0,0,0
ASB14,4.275511771178083,Negative,0,0,0,0,0,0,0,0
ASB18,4.609734068650889,Negative,0,0,0,0,0,0,0,0
ASB2,4.6310518534575,Negative,0,0,0,0,0,0,0,0
ASB7,4.506235007999928,Negative,0,0,0,0,0,0,1,0
ASB8,4.5673781812533685,Negative,0,0,0,0,0,0,0,0
ASB9,4.326804238238083,Negative,0,0,0,0,0,0,0,0
ASCC2,4.146894787669667,Negative,0,0,1,0,0,0,0,0
ASCC3,4.706161838771833,EnSig,0,0,1,0,0,0,0,0
ASCL2,4.148225188521428,Negative,0,0,0,0,0,0,0,0
ASCL3,4.316338320079428,Negative,0,0,0,0,0,0,0,0
ASF1A,4.441049752525285,Negative,0,0,0,0,0,0,0,0
ASF1B,4.642808080678,Negative,0,0,0,0,0,0,0,0
ASGR1,4.157824823400083,Negative,0,0,0,0,0,0,0,0
ASGR2,4.283417387734666,Negative,0,0,0,0,0,0,0,0
ASH1L,4.825247280522,EnSig,0,0,0,0,0,0,0,0
ASH2L,3.92440548636726,Negative,0,0,0,0,0,0,0,0
ASIC1,4.540540003453001,Negative,1,0,1,0,0,1,0,0
ASIC2,5.064328197624,EnSig,1,0,0,0,0,1,0,0
ASIC3,4.383475208352055,Negative,0,0,0,0,0,0,0,0
ASIC4,4.545701357514999,Negative,0,0,0,0,0,0,0,0
ASL,4.0535112935286675,Negative,0,0,1,0,0,0,0,0
ASMTL,4.543206991561751,Negative,0,0,1,0,0,0,0,0
ASNS,4.424004908855499,Negative,0,0,1,0,0,0,0,0
ASPH,4.407575411369333,Negative,0,0,0,0,0,0,0,0
ASPM,5.132176805258832,EnSig,0,0,0,0,0,0,1,0
ASPSCR1,4.286108576289833,Negative,0,0,1,0,0,0,0,0
ASRGL1,4.22688184255925,Negative,1,1,0,0,0,0,0,0
ASS1,4.4647345416693325,Negative,1,0,1,0,0,0,0,0
ASTN1,4.325414720277249,Negative,1,1,0,0,0,0,1,1
ASTN2,4.9168864021715,EnSig,1,0,0,0,0,0,1,0
ASXL1,4.338058100758248,Negative,0,0,1,0,0,0,0,0
ASXL2,4.468144888635242,Negative,0,0,0,0,0,0,0,0
ASXL3,4.731982698404762,EnSig,0,0,0,0,0,0,0,0
ATAD1,4.429861224807666,Negative,1,1,1,0,1,1,1,0
ATAD2,4.604040837201182,Negative,0,0,0,0,0,0,0,0
ATAD2B,4.2744585929772505,Negative,0,0,0,0,0,0,0,0
ATAD3A,4.180146824936332,Negative,0,0,1,1,0,0,1,0
ATAD3B,4.135352792453833,Negative,0,0,0,1,0,0,0,0
ATAD3C,4.406438299227498,Negative,0,0,0,0,0,0,0,0
ATAD5,4.4867036707312495,Negative,0,0,0,0,0,0,0,0
ATAT1,5.097993590008999,EnSig,1,1,1,1,0,0,0,0
ATCAY,4.688899626268166,EnSig,1,1,1,0,0,1,0,1
ATE1,4.197850595372167,Negative,0,0,0,0,0,0,0,0
ATF1,4.623872900148833,Negative,0,0,0,0,0,0,0,0
ATF2,4.831164237417333,EnSig,0,0,0,0,0,0,0,0
ATF3,4.064891483044915,Negative,0,0,0,0,0,0,0,0
ATF4,4.380675061921888,Negative,0,0,0,0,0,0,0,0
ATF6,4.436097270798,Negative,0,0,0,0,0,0,0,0
ATF6B,4.358899920298416,Negative,0,0,0,0,0,0,0,0
ATF7,4.474672439876762,Negative,0,0,0,0,0,0,0,0
ATF7IP,4.513935940628083,Negative,0,0,0,0,0,0,1,0
ATF7IP2,4.318184642420748,Negative,0,0,0,0,0,0,0,0
ATG101,4.8691894848569985,EnSig,1,0,0,0,0,0,0,0
ATG13,4.476027240442783,Negative,0,0,0,0,0,0,0,0
ATG14,4.514504328530498,Negative,0,0,1,0,0,0,0,0
ATG16L1,4.2860242195763325,Negative,1,0,0,0,0,0,1,0
ATG16L2,4.156351509341225,Negative,0,0,0,0,0,0,0,0
ATG2A,4.333248170665916,Negative,0,0,0,0,0,0,0,0
ATG2B,4.544437918401084,Negative,1,1,1,0,0,0,0,0
ATG3,4.638298156614666,Negative,1,0,1,0,0,0,0,0
ATG4A,4.1194808578713324,Negative,0,0,0,0,0,0,0,0
ATG4B,4.234135120093,Negative,0,0,1,0,0,0,0,0
ATG4C,4.191278834096416,Negative,0,0,0,0,0,0,0,0
ATG4D,4.149927081889908,Negative,0,0,0,0,0,0,0,0
ATG5,4.4660661700747495,Negative,0,0,1,0,0,0,0,0
ATG7,4.198852485578583,Negative,0,0,1,0,0,0,0,0
ATG9A,4.349125359947416,Negative,0,0,1,1,1,0,0,0
ATIC,4.242279557878357,Negative,0,0,1,0,0,0,1,0
ATL1,4.434792298486333,Negative,1,0,1,0,0,0,1,0
ATL2,4.353528964081334,Negative,1,0,1,0,0,0,1,0
ATL3,4.418188711157999,Negative,0,0,0,0,0,0,0,0
ATM,4.7237288370105,EnSig,0,0,1,0,0,0,0,1
ATN1,4.165967047295722,Negative,0,0,0,0,0,0,0,0
ATOH8,4.374554359597904,Negative,0,0,0,0,0,0,0,0
ATOX1,4.656202138333167,Negative,0,0,0,0,0,0,0,0
ATP10A,4.459736589127499,Negative,0,0,0,0,0,0,0,0
ATP10B,4.358491699230333,Negative,0,0,0,0,0,0,0,0
ATP10D,4.206703233678666,Negative,0,0,0,1,0,0,0,0
ATP11A,4.195555519559833,Negative,0,0,1,0,0,0,0,0
ATP11B,4.325484749508571,Negative,0,0,0,0,0,0,0,0
ATP11C,4.4012456289841655,Negative,0,0,1,0,0,0,0,0
ATP12A,4.429096651819999,Negative,1,1,0,0,0,0,1,0
ATP13A1,4.0981717117985,Negative,1,1,1,0,0,0,0,0
ATP13A2,4.2229072421168325,Negative,0,0,1,0,0,0,0,0
ATP13A3,4.325840649236865,Negative,0,0,0,0,0,0,0,0
ATP13A4,4.202925484226999,Negative,0,0,0,0,0,0,0,0
ATP1A3,4.623407447605166,Negative,1,1,1,1,1,1,1,1
ATP1A4,4.524244318889426,Negative,0,0,0,0,0,0,1,0
ATP1B2,4.7471726505493335,EnSig,1,0,1,1,0,0,1,1
ATP1B3,4.232892907404697,Negative,0,0,1,1,0,0,0,0
ATP2A1,4.754269836327095,EnSig,0,0,0,0,0,0,1,0
ATP2A2,4.675010087165951,EnSig,1,1,1,1,0,1,1,1
ATP2A3,4.689552777146262,EnSig,1,1,0,0,0,0,0,0
ATP2B3,4.562944148978249,Negative,0,0,1,0,1,1,1,1
ATP2B4,4.7549751405129275,EnSig,0,0,1,0,1,1,1,1
ATP2C1,4.612843119380833,Negative,1,0,1,0,0,0,0,0
ATP2C2,4.4297218248585,Negative,0,0,0,0,0,0,0,0
ATP4A,4.7001190592835,EnSig,1,1,0,0,0,0,0,0
ATP6AP1,4.4863659225818315,Negative,0,0,1,0,1,0,0,1
ATP6AP2,4.5327611542137936,Negative,1,0,1,0,0,0,0,0
ATP6V0A1,4.327593445623611,Negative,1,1,1,1,1,0,1,1
ATP6V0A2,4.001206836507071,Negative,0,0,0,0,0,0,0,0
ATP6V0C,4.856796705411762,EnSig,0,0,0,0,1,0,1,1
ATP6V0D2,4.2969988968953325,Negative,0,0,0,0,0,0,1,0
ATP6V1A,4.451220960655666,Negative,1,1,1,1,0,0,1,1
ATP6V1B2,4.5032688772453335,Negative,1,1,1,1,1,0,1,1
ATP6V1C1,4.199761923929333,Negative,1,1,1,0,1,0,1,1
ATP6V1C2,4.3407878519219985,Negative,0,0,0,0,0,0,1,0
ATP6V1E1,4.715230391930943,EnSig,1,1,1,1,1,0,1,1
ATP6V1E2,4.266668480711832,Negative,1,1,0,0,0,0,1,0
ATP6V1F,4.32872599651723,Negative,1,1,0,0,1,0,1,1
ATP6V1G1,4.42554146149625,Negative,1,0,0,0,1,0,1,0
ATP6V1H,4.5415180641246655,Negative,1,1,1,1,1,0,1,1
ATP7A,4.44526543469625,Negative,0,0,0,0,0,0,0,0
ATP7B,4.135242488335333,Negative,0,0,0,0,0,0,0,0
ATP8A1,4.460479660613333,Negative,1,0,1,0,1,0,1,1
ATP8A2,4.952691676705891,EnSig,1,1,1,0,0,0,1,0
ATP8B1,4.394933602994833,Negative,0,0,0,0,0,0,0,0
ATP8B2,4.55636756011,Negative,0,0,0,0,0,0,0,0
ATP9A,4.597669866519055,Negative,1,1,1,1,0,0,0,0
ATPAF1,4.206216358679167,Negative,1,0,0,0,0,0,0,0
ATR,4.784437663516833,EnSig,0,0,0,0,0,0,0,0
ATRN,4.3769746893522505,Negative,1,0,1,0,0,0,0,0
ATRX,4.8965273947287855,EnSig,0,0,0,0,0,0,0,0
ATXN1,4.3795935961994985,Negative,0,0,0,0,0,0,0,0
ATXN10,4.1603147439166674,Negative,1,0,1,1,0,0,0,0
ATXN1L,4.604951712237499,Negative,0,0,0,0,0,0,0,0
ATXN2,4.436233127885641,Negative,1,1,1,0,0,0,0,0
ATXN2L,4.254464565849483,Negative,1,1,1,1,0,0,0,0
ATXN3,4.986107090085998,EnSig,1,0,1,0,0,0,0,0
ATXN7,4.039656213928833,Negative,0,0,0,0,0,0,0,0
ATXN7L3,4.186777578171951,Negative,0,0,0,0,0,0,0,0
AUH,4.294846029505833,Negative,1,1,0,0,0,0,1,0
AUNIP,4.3708074744209995,Negative,0,0,0,0,0,0,0,0
AUP1,4.037712133754,Negative,1,0,1,0,0,0,0,0
AURKA,4.378066112681373,Negative,0,0,0,0,1,0,0,0
AURKB,4.423908904235,Negative,0,0,0,0,0,0,0,0
AURKC,4.4085785958855,Negative,0,0,0,0,0,0,0,0
AUTS2,4.3777746260944985,Negative,0,0,0,0,0,0,0,0
AVIL,4.1497652403391925,Negative,0,0,0,1,0,0,0,0
AVL9,4.195062351448452,Negative,1,1,1,0,0,0,0,0
AVPR1A,4.2665819459792855,Negative,0,0,0,0,0,0,0,0
AVPR1B,4.835620964831499,EnSig,0,0,0,0,0,0,0,0
AVPR2,4.6231836092565,Negative,0,0,0,0,0,0,0,0
AXIN1,4.617328169194082,Negative,0,0,0,0,1,0,0,0
AXIN2,4.523799975954667,Negative,0,0,0,0,0,0,0,0
AXL,4.600303243059595,Negative,0,0,0,0,0,0,0,0
AZGP1,4.343708252411833,Negative,0,0,0,0,0,0,0,0
AZI2,3.983751683286032,Negative,1,0,0,0,0,0,1,0
AZIN2,4.3658897768283325,Negative,0,0,0,0,0,0,0,0
B3GALNT1,4.670383195258641,EnSig,0,0,0,0,0,0,0,0
