Gene,Average_Score,Classification,Cortex,Striatum,hiPSC,Fetal,SynGO,GO Synapse,SynDB,SynSysNet
NFKBIE,4.570185294240499,Negative,0,0,0,0,0,0,1,0
NFKBIL1,4.7010158561075,EnSig,0,0,0,0,0,0,0,0
NFRKB,4.4049334085088345,Negative,0,0,0,0,0,0,0,0
NFS1,4.312783940616873,Negative,1,0,0,0,0,0,0,0
NFX1,4.232160490547988,Negative,0,0,0,0,0,0,0,0
NFXL1,4.403485909916285,Negative,0,0,0,0,0,0,0,0
NFYA,4.401467746833833,Negative,0,0,0,0,0,0,0,0
NFYB,4.233449673797916,Negative,0,0,0,0,0,0,0,0
NFYC,4.422378191097915,Negative,0,0,0,0,0,0,0,0
NGDN,4.69298124149,EnSig,0,0,0,0,1,0,0,0
NGEF,4.06947783388,Negative,1,1,0,0,1,0,1,0
NGF,4.331387463742,Negative,0,0,0,0,0,1,0,0
NGFR,4.523721975797166,Negative,0,0,1,0,0,0,0,0
NGLY1,4.099170104096873,Negative,0,0,1,0,0,0,0,0
NGRN,4.446136288377748,Negative,0,0,0,0,0,0,0,0
NHEJ1,4.518333002755055,Negative,0,0,0,0,0,0,0,0
NHLH1,4.2515662667621115,Negative,0,0,0,0,0,0,0,0
NHLRC1,3.803207466774845,Negative,0,0,0,0,0,0,0,0
NHLRC2,4.607031313006499,Negative,0,0,1,0,0,0,0,0
NHP2,4.768079233773332,EnSig,0,0,1,0,0,0,0,0
NHS,4.459080975558242,Negative,0,0,0,0,0,0,0,0
NID1,4.454739364301786,Negative,0,0,1,0,0,0,0,0
NID2,4.671543415224511,EnSig,0,0,0,0,0,0,0,0
NIF3L1,4.043966227530632,Negative,0,0,0,0,0,0,0,0
NIFK,4.169080792971498,Negative,0,0,0,0,0,0,0,0
NIM1K,4.539612840133,Negative,0,0,0,0,0,0,0,0
NINL,4.16407056198,Negative,0,0,0,0,0,0,0,0
NIP7,4.508795776861583,Negative,0,0,0,0,0,0,0,0
NIPBL,5.226279349512499,EnSig,0,0,0,0,0,0,0,0
NIPSNAP1,4.459035286999,Negative,1,1,1,0,0,1,0,1
NISCH,4.00174793056979,Negative,1,0,1,0,0,0,0,0
NIT1,4.094884984096611,Negative,0,0,0,0,0,0,0,0
NIT2,4.262520734580404,Negative,0,0,1,0,0,0,0,0
NKAP,4.359519197421166,Negative,0,0,0,0,0,0,0,0
NKAPL,4.1729206267810826,Negative,0,0,0,0,0,0,0,0
NKIRAS2,4.6128826177801665,Negative,0,0,1,0,0,0,0,0
NKRF,4.382372948916793,Negative,0,0,0,0,0,0,0,0
NKTR,4.477300408058894,Negative,0,0,0,0,0,0,0,0
NKX2-1,4.643552805867,Negative,0,0,0,0,0,0,0,0
NKX2-2,4.494376173769666,Negative,0,0,0,0,0,0,0,0
NKX2-4,4.5799522954275,Negative,0,0,0,0,0,0,0,0
NKX2-5,4.21543045868996,Negative,0,0,0,0,0,0,0,0
NKX3-1,4.387895853970159,Negative,0,0,0,0,0,0,0,0
NKX3-2,4.344440791102667,Negative,0,0,0,0,0,0,0,0
NKX6-1,4.75877631899725,EnSig,0,0,0,0,0,0,0,0
NLE1,4.101980662830198,Negative,0,0,1,0,0,0,0,0
NLGN3,4.367766550881498,Negative,1,1,0,0,1,1,0,1
NLK,4.476979751491499,Negative,0,0,0,0,0,0,0,0
NLN,4.258176204554285,Negative,0,0,1,1,0,0,0,0
NLRC4,4.389910732979833,Negative,0,0,1,0,0,0,0,0
NLRC5,4.228870837104,Negative,0,0,0,0,0,0,0,0
NLRP1,4.528918337080833,Negative,0,0,0,0,0,0,0,0
NLRP10,2.5126575841474987,Negative,0,0,0,0,0,0,0,0
NLRP12,4.657927841732929,Negative,0,0,0,0,0,0,0,0
NLRP14,4.4625809624288335,Negative,0,0,0,0,0,0,0,0
NLRP2,5.038354236009999,EnSig,0,0,0,0,0,0,0,0
NLRP3,4.561485233589595,Negative,0,0,1,0,0,0,0,0
NLRP4,4.613537951781499,Negative,0,0,0,0,0,0,0,0
NLRP5,2.676159212804833,Negative,0,0,0,0,0,0,0,0
NLRX1,4.209131325882892,Negative,1,1,0,0,0,0,0,0
NMBR,4.4943642526405,Negative,0,0,0,0,0,0,0,0
NMD3,4.345800415604,Negative,0,0,1,0,0,0,0,0
NME1,4.655188943829167,Negative,0,1,0,0,0,0,1,1
NME2,4.361574120208285,Negative,1,1,1,0,0,0,1,1
NME3,4.463262876754833,Negative,0,0,0,0,0,0,1,0
NME4,4.755789243190833,EnSig,0,0,0,0,0,0,0,0
NME5,4.533723775763999,Negative,0,0,0,0,0,0,0,0
NME6,4.509713847648606,Negative,0,0,0,0,0,0,0,0
NMI,4.4981792896415005,Negative,0,0,0,0,0,0,0,0
NMNAT1,4.0299528660401664,Negative,0,0,0,0,0,0,0,0
NMNAT2,4.374033607376998,Negative,0,0,0,0,0,1,0,0
NMNAT3,4.3969076397715,Negative,0,0,0,0,0,0,0,0
NMRAL1,4.3724305861728165,Negative,0,0,0,0,0,0,0,0
NMRK1,4.0683664306467495,Negative,0,0,0,0,0,0,0,0
NMRK2,4.560164847119333,Negative,0,0,0,0,0,0,0,0
NMT1,4.17712284750925,Negative,1,0,1,0,0,0,0,0
NMT2,4.058088094929499,Negative,0,0,0,0,0,0,0,0
NNMT,4.181444787824333,Negative,0,0,0,0,0,0,0,0
NNT,4.3309469558875,Negative,0,0,1,1,0,0,1,0
NOA1,4.2045251792115,Negative,0,0,0,0,0,0,0,0
NOB1,4.462680116634667,Negative,0,0,0,0,0,0,0,0
NOC2L,4.541505080025333,Negative,0,0,1,1,0,0,0,0
NOC3L,4.592288240122083,Negative,0,0,0,0,0,0,0,0
NOC4L,4.560593959579333,Negative,0,0,1,0,0,0,0,0
NOD1,4.598242697511499,Negative,0,0,0,0,0,0,0,0
NOD2,4.7019326484375,EnSig,0,0,0,0,0,0,0,0
NOL10,4.4177766058605,Negative,0,0,0,0,0,0,0,0
NOL11,4.1549134353714985,Negative,0,0,0,0,0,0,0,0
NOL6,4.644798912526864,Negative,0,0,0,0,0,0,0,0
NOL7,4.767929949057001,EnSig,0,0,0,0,0,0,0,0
NOL8,4.0555600717707385,Negative,0,0,0,0,0,0,0,0
NOL9,4.3626614777171655,Negative,0,0,0,0,0,0,0,0
NOLC1,4.261016591640241,Negative,0,0,1,1,0,0,0,0
NOM1,4.1682099790823415,Negative,0,0,0,0,0,0,0,0
NOMO1,4.558362502822,Negative,1,1,1,0,0,0,1,0
NOMO2,4.340658138369388,Negative,0,0,0,0,0,0,0,0
NOMO3,4.217113455531476,Negative,0,0,0,0,0,0,0,0
NONO,4.292183004915833,Negative,1,0,1,1,0,0,0,0
NOP10,4.253379094919262,Negative,0,0,0,0,0,0,0,0
NOP14,4.6157577961392215,Negative,0,0,0,0,0,0,0,0
NOP16,4.183578061698245,Negative,0,0,0,0,0,0,0,0
NOP2,4.433748559613845,Negative,0,0,0,0,0,0,0,0
NOP56,4.265245658438583,Negative,0,1,1,1,0,0,0,0
NOP58,4.2857213420218345,Negative,0,0,1,1,0,0,0,0
NOS1,4.554455613783666,Negative,1,1,0,1,1,1,1,0
NOS1AP,4.311403450303501,Negative,0,0,0,0,1,1,0,0
NOS2,4.377480810478334,Negative,0,0,0,0,0,0,0,0
NOS3,4.552631664275095,Negative,0,0,0,0,0,0,0,0
NOSIP,4.703438202832,EnSig,0,0,0,0,0,0,0,0
NOSTRIN,4.444637707096451,Negative,0,0,0,0,0,0,0,0
NOTCH1,4.9510772003625,EnSig,0,0,0,0,0,0,0,0
NOTCH2,4.727943830294388,EnSig,0,0,0,0,0,0,0,0
NOTCH3,4.7875304413598325,EnSig,0,0,0,0,0,0,0,0
NOTCH4,4.682906835810666,EnSig,0,0,0,0,0,0,0,0
NOTO,4.170278427492845,Negative,0,0,0,0,0,0,0,0
NOTUM,4.415574117091,Negative,0,0,0,0,0,0,0,0
NOVA1,4.4383629218240825,Negative,0,0,1,0,0,0,0,0
NOVA2,4.473117557406999,Negative,0,0,1,1,0,0,0,0
NOX1,4.4267066767604994,Negative,0,0,0,0,0,0,0,0
NOX4,4.375572668045666,Negative,0,0,0,0,0,0,0,0
NOX5,4.534270199508406,Negative,0,0,0,0,0,0,0,0
NOXA1,4.6612102209255,Negative,0,0,0,0,0,0,0,0
NOXO1,4.615192509310333,Negative,0,0,0,0,0,0,0,0
NPAS1,4.29323399202425,Negative,0,0,0,0,0,0,0,0
NPAS2,3.9382484442355,Negative,0,0,0,0,0,0,0,0
NPAS3,4.80356822189025,EnSig,0,0,0,0,0,0,0,0
NPAT,4.3918296719165,Negative,0,0,0,0,0,0,0,0
NPC1,4.3369241725247045,Negative,0,0,1,0,0,0,0,0
NPC1L1,4.187623038066083,Negative,0,0,0,0,0,0,0,0
NPC2,4.7025727810561655,EnSig,0,0,0,0,0,0,0,0
NPDC1,4.449781434489166,Negative,1,0,1,0,0,0,0,0
NPEPL1,4.433505242529444,Negative,0,0,0,0,0,0,0,0
NPEPPS,4.148092577773761,Negative,0,1,1,1,0,0,1,1
NPFFR1,4.735543928677833,EnSig,0,0,0,0,0,0,0,0
NPFFR2,4.32571567254875,Negative,0,0,0,0,0,0,0,0
NPHP1,4.206232788894666,Negative,0,0,0,0,0,0,0,0
NPHP3,4.026050234348916,Negative,0,0,0,0,0,0,0,0
NPHS1,4.448853200188999,Negative,0,0,0,0,0,0,0,0
NPHS2,4.532192579099749,Negative,0,0,0,0,0,0,0,0
NPIPA1,4.143009671857,Negative,0,0,0,0,0,0,0,0
NPIPA7,4.4754638208495,Negative,0,0,0,0,0,0,0,0
NPL,4.2585223104133325,Negative,0,0,0,0,0,0,0,0
NPLOC4,4.4412431150168326,Negative,0,0,1,0,0,0,0,0
NPM1,4.368659139551583,Negative,1,0,1,1,0,0,1,0
NPM2,4.192809775663417,Negative,0,0,0,0,0,0,0,0
NPM3,4.717046435642166,EnSig,0,0,0,0,0,0,0,0
NPNT,4.467419171129286,Negative,0,0,0,0,0,0,0,0
NPPA,4.5112800695676425,Negative,0,0,0,0,0,0,0,0
NPPB,4.7535763658939985,EnSig,0,0,0,0,0,0,0,0
NPRL2,4.127886621248541,Negative,0,0,0,0,0,0,0,0
NPRL3,4.203457311174166,Negative,0,0,0,0,0,0,0,0
NPTN,4.2273443933180825,Negative,1,1,1,1,1,1,1,1
NPY,4.568386533496334,Negative,0,0,0,0,1,0,0,1
NPY1R,4.502014854050668,Negative,0,0,0,0,1,0,0,0
NPY2R,4.5651970718100365,Negative,0,0,0,0,0,0,0,0
NPY5R,4.515884223781,Negative,0,0,0,0,0,0,0,0
NQO1,4.026000612412875,Negative,0,0,0,0,0,0,0,0
NQO2,4.169299371798498,Negative,0,0,0,0,0,0,0,0
NR0B1,4.783909235527165,EnSig,0,0,0,1,0,0,0,0
NR0B2,4.295029420142999,Negative,0,0,0,0,0,0,0,0
NR1D1,4.246779225390838,Negative,0,0,0,0,0,1,0,0
NR1D2,4.594790304808666,Negative,0,0,0,0,0,0,0,0
NR1H3,4.2894193546655,Negative,0,0,0,0,0,0,0,0
NR1I2,4.332894753579001,Negative,0,0,0,0,0,0,0,0
NR2C1,3.944882308229333,Negative,0,0,0,0,0,0,0,0
NR2C2,4.415212167898903,Negative,0,0,0,0,0,0,0,0
NR2E1,4.3938798854184995,Negative,0,0,0,0,0,0,0,0
NR2F1,4.342172660076832,Negative,0,0,0,0,0,0,0,0
NR2F2,4.423364508631499,Negative,0,0,0,0,0,0,0,0
NR2F6,4.417214235142,Negative,0,0,0,0,0,0,0,0
NR3C1,4.6277700463208316,Negative,0,0,0,0,1,0,0,0
NR3C2,4.289521516192996,Negative,0,0,0,0,1,0,0,0
NR4A1,4.293978450309728,Negative,0,0,0,0,0,0,0,0
NR4A2,4.375221949307333,Negative,0,0,0,0,0,0,0,0
NR4A3,4.4343816342313325,Negative,0,0,0,0,0,0,0,0
NRAP,4.642929013933498,Negative,0,0,0,0,0,0,0,0
NRAS,4.820997275102167,EnSig,1,0,1,0,0,0,1,0
NRBF2,4.2602175343135,Negative,1,0,0,0,0,0,0,0
NRBP1,4.529671621464,Negative,0,0,1,1,0,0,0,0
NRBP2,4.498479852658167,Negative,1,0,1,0,0,0,0,0
NRCAM,4.5505154553313565,Negative,1,1,1,1,1,1,1,0
NRF1,4.147250166764945,Negative,0,0,0,0,0,0,0,0
NRG1,5.052031772334999,EnSig,0,0,0,0,1,1,0,1
NRG2,4.170990445517661,Negative,1,1,0,0,1,0,0,1
NRIP1,4.657136872433222,Negative,0,0,0,0,0,0,0,0
NRIP2,4.413864767956373,Negative,0,0,0,0,0,0,0,0
NRL,4.386775272077498,Negative,0,0,0,0,0,0,0,0
NRN1,4.5032337334075,Negative,1,1,0,0,1,1,1,0
NRP1,4.3470164626602505,Negative,0,0,1,0,1,1,0,0
NRP2,4.377504617932357,Negative,0,0,1,0,1,1,0,0
NRROS,4.3006474397917485,Negative,0,0,0,0,0,0,0,0
NRSN2,4.388929242087223,Negative,0,0,1,0,0,0,0,0
NRXN3,5.018887986458,EnSig,1,1,1,0,1,0,1,1
NSA2,4.4615014706857785,Negative,0,0,0,0,0,0,0,0
NSDHL,4.329804974516834,Negative,0,0,1,0,0,0,0,0
NSFL1C,4.155368281024576,Negative,0,0,1,1,0,0,0,1
NSL1,4.606106394701167,Negative,0,0,0,0,0,0,0,0
NSMAF,4.196853591572428,Negative,0,0,0,0,0,0,0,0
NSMCE1,4.721434341594741,EnSig,0,0,0,0,0,0,0,0
NSMCE2,4.1893588761255005,Negative,0,0,0,0,0,0,0,0
NSMCE4A,4.146842356701,Negative,0,0,0,0,0,0,0,0
NSRP1,4.399455023189749,Negative,0,0,0,0,0,0,0,0
NSUN2,4.174531184834748,Negative,0,0,1,0,0,0,0,0
NSUN3,4.504871828198666,Negative,0,0,0,0,0,0,0,0
NSUN4,3.882141849180708,Negative,0,0,0,0,0,0,0,0
NSUN5,4.280498183987952,Negative,0,0,0,0,0,0,0,0
NSUN6,4.255166682286166,Negative,0,0,0,0,0,0,0,0
NT5C,4.213316699121,Negative,1,0,0,0,0,0,0,0
NT5C1A,4.434603143083722,Negative,0,0,0,0,0,0,0,0
NT5C1B,4.285462220772722,Negative,0,0,0,0,0,0,1,0
NT5C2,4.0583847770232495,Negative,1,0,1,0,0,0,0,0
NT5C3A,4.288150463348333,Negative,0,0,0,0,0,0,0,0
NT5C3B,4.3192881015078335,Negative,0,0,0,0,0,0,0,0
NT5E,4.517478810329076,Negative,1,1,0,0,0,0,1,0
NTAN1,4.389392551593001,Negative,0,0,0,0,0,0,0,0
NTF3,4.4280805831166665,Negative,0,0,0,0,0,1,0,0
NTF4,4.615789010701285,Negative,0,0,0,0,0,1,0,0
NTHL1,4.643537534119832,Negative,0,0,0,0,0,0,0,0
NTMT1,4.290752643536291,Negative,0,0,0,0,0,0,0,0
NTN3,4.457788903834833,Negative,0,0,0,0,0,0,0,0
NTN4,4.2823582682389985,Negative,0,0,0,0,0,0,0,0
NTNG1,4.3968356925362855,Negative,0,0,1,0,1,1,0,0
NTNG2,4.479206517791499,Negative,0,0,1,0,1,1,0,0
NTRK3,4.966390247391166,EnSig,1,0,1,0,1,1,0,0
NTS,4.266452139042261,Negative,0,0,0,0,0,1,0,1
NTSR1,4.507361256892166,Negative,0,0,0,0,0,1,0,0
NUAK1,4.4991888720194435,Negative,0,0,1,0,0,0,0,0
NUAK2,4.416069695531666,Negative,0,0,0,0,0,0,0,0
NUB1,3.8917640383393617,Negative,1,0,0,0,0,0,0,0
NUBP1,4.4980004699575,Negative,0,0,1,0,0,0,0,0
NUCB1,4.048737026576998,Negative,0,0,0,0,0,0,0,0
NUCB2,4.516307430352344,Negative,0,0,0,0,0,0,0,0
NUDC,4.5923434297645,Negative,0,0,1,1,0,0,0,0
NUDCD1,4.2076953858109984,Negative,0,0,1,0,0,0,0,0
NUDCD2,4.306262417268333,Negative,0,0,1,0,0,0,1,0
NUDCD3,4.2853522620637765,Negative,0,0,0,0,0,0,0,0
NUDT1,4.645322807638372,Negative,0,0,0,0,0,0,0,0
NUDT10,4.258636857901833,Negative,0,0,1,0,0,0,0,0
NUDT11,4.188347810876167,Negative,0,0,0,0,0,0,0,0
NUDT13,4.0427098505268315,Negative,0,0,0,0,0,0,0,0
NUDT14,4.3986616247148875,Negative,0,0,0,0,0,0,0,0
NUDT15,4.16572611115129,Negative,0,0,1,0,0,0,0,0
NUDT21,4.5929051074248335,Negative,1,0,0,0,0,0,0,0
NUDT4,4.5373912732646655,Negative,0,0,0,0,0,0,0,0
NUDT5,4.2191990590140005,Negative,0,0,0,0,0,0,0,0
NUDT6,4.183072942025,Negative,0,0,0,0,0,0,0,0
NUDT9,4.178842849230333,Negative,0,0,0,0,0,0,0,0
NUF2,4.22446564402425,Negative,0,0,0,0,0,0,0,0
NUFIP1,4.3233425061313335,Negative,0,0,0,0,1,1,0,0
NUFIP2,4.4194488857195005,Negative,1,0,0,0,0,0,0,0
NUMB,4.346928024045333,Negative,1,0,0,0,1,1,0,0
NUMBL,4.194011441942666,Negative,1,1,1,0,1,0,0,1
NUP107,4.1171251146052015,Negative,0,0,1,0,0,0,0,0
NUP133,4.063426277585333,Negative,0,0,1,0,0,0,0,0
NUP153,4.6781999737378985,EnSig,0,0,0,0,0,0,0,0
NUP155,4.2999834369161185,Negative,0,0,1,0,0,0,0,0
NUP160,4.342421878814998,Negative,0,0,1,0,0,0,0,0
NUP188,4.059489876104666,Negative,0,0,1,0,0,0,0,0
NUP205,4.4519772570106415,Negative,0,0,1,0,0,0,0,0
NUP210,4.228681583355285,Negative,0,0,1,0,0,0,0,0
NUP210L,4.50899981978775,Negative,0,0,0,0,0,0,0,0
NUP214,4.6698558621065,Negative,0,0,1,0,0,0,0,0
NUP35,4.660318715649333,Negative,0,0,0,0,0,0,0,0
NUP43,4.650547358899499,Negative,0,0,0,0,0,0,0,0
NUP50,4.522476310495249,Negative,0,0,0,0,0,0,0,0
NUP54,4.195215326802612,Negative,0,0,0,0,0,0,0,0
NUP62,4.410860846434916,Negative,0,0,0,0,0,0,0,0
NUP85,4.3771827639765,Negative,0,0,1,0,0,0,0,0
NUP88,4.1415875357252485,Negative,0,0,1,0,0,0,0,0
NUP93,4.665675810074321,Negative,1,0,1,1,0,0,0,0
NUP98,4.988565449531555,EnSig,0,0,0,0,0,0,0,0
NUPR1,4.344380477324846,Negative,0,0,0,0,0,0,0,0
NUS1,4.246526773504724,Negative,0,0,0,0,0,0,0,0
NUSAP1,4.291399909885167,Negative,0,0,0,0,0,0,0,0
NUTM1,4.5125992641177755,Negative,0,0,0,0,0,0,0,0
NVL,4.2427221151291254,Negative,0,0,0,0,0,0,0,0
NWD1,4.601256208940333,Negative,0,0,0,0,0,0,0,0
NXF1,4.059145695872998,Negative,0,0,0,0,0,0,0,0
NXF3,4.373854527960583,Negative,0,0,0,0,0,0,0,0
NXN,4.204678792154833,Negative,0,0,1,0,0,0,0,0
OARD1,4.348573032748809,Negative,0,0,0,0,0,0,0,0
OAS2,4.041367839428285,Negative,0,0,0,0,0,0,0,0
OAS3,4.462126895088909,Negative,0,0,0,0,0,0,0,0
OASL,4.2016860999741645,Negative,0,0,0,0,0,0,0,0
OAT,4.350806782410833,Negative,0,0,1,0,0,0,0,0
OAZ1,4.375935983542166,Negative,0,0,0,0,0,0,0,0
OAZ3,4.142912950053535,Negative,0,0,0,0,0,0,0,0
OBSCN,5.2223348463065,EnSig,0,0,0,0,0,0,0,0
OBSL1,4.436578012660831,Negative,0,0,1,0,0,0,0,0
OCA2,4.451099617103,Negative,0,0,0,0,0,0,0,0
OCIAD1,4.886312597869249,EnSig,0,0,1,1,0,0,0,0
OCIAD2,4.064373963364999,Negative,1,1,1,0,0,0,0,0
OCLN,4.462076439713583,Negative,0,0,0,0,0,0,0,0
OCM,4.456652549856333,Negative,0,0,0,0,0,0,0,0
OCM2,3.103149116249749,Negative,0,0,0,0,0,0,0,0
ODF1,4.742069459790667,EnSig,0,0,0,0,0,0,0,0
OFD1,4.269687489103583,Negative,0,0,1,1,0,0,0,0
OGDH,4.501825297283749,Negative,1,1,1,1,0,0,1,0
OGDHL,4.565156762489095,Negative,0,0,0,0,0,0,1,0
OGFOD1,3.875256270422785,Negative,0,0,0,0,0,0,0,0
OGFR,4.57560860136261,Negative,0,0,0,0,0,0,0,0
OGT,4.4307497421173165,Negative,1,1,1,1,0,0,0,0
OIP5,4.5693062046025,Negative,0,0,0,0,0,0,0,0
OIT3,4.3670160427215,Negative,0,0,1,1,0,0,0,0
OLA1,4.2100838712355,Negative,0,0,1,0,0,0,1,0
OLFM3,4.521187415065499,Negative,0,0,0,0,0,1,0,0
OLIG1,4.477272362027166,Negative,0,0,0,0,0,0,0,0
OLIG2,4.4623671849282305,Negative,0,0,0,0,0,0,0,0
OLR1,4.55298766106,Negative,0,0,0,0,0,0,0,0
OMA1,4.192845920716429,Negative,0,0,1,0,0,0,0,0
OMG,4.578704894472167,Negative,1,1,0,0,0,0,1,1
ONECUT1,4.4309905933595,Negative,0,0,0,0,0,0,0,0
ONECUT2,4.527720470626999,Negative,0,0,0,0,0,0,0,0
ONECUT3,4.328869889132833,Negative,0,0,0,0,0,0,0,0
OPA1,4.371919255695833,Negative,1,1,1,1,0,0,1,0
OPHN1,4.707191154642,EnSig,1,0,0,0,1,1,0,0
OPLAH,4.635596187179667,Negative,0,0,0,0,0,0,0,0
OPN1SW,4.397123716764888,Negative,0,0,0,0,0,0,0,0
OPN4,4.7290705493604985,EnSig,0,0,0,0,0,0,0,0
OPRD1,4.582295405277834,Negative,0,0,0,0,1,1,0,1
OPRK1,4.470329599825928,Negative,0,0,0,0,1,1,0,1
OPRL1,4.397812743533,Negative,0,0,0,0,0,0,0,0
OPRM1,4.468698036287043,Negative,0,0,0,0,1,1,0,1
OPTN,4.279387090201166,Negative,0,0,0,0,0,0,0,0
OR10AG1,2.516842326715833,Negative,0,0,0,0,0,0,0,0
OR10H3,2.6429355115058333,Negative,0,0,0,0,0,0,0,0
OR14I1,4.412685048991847,Negative,0,0,0,0,0,0,0,0
OR2G6,2.6574430907618334,Negative,0,0,0,0,0,0,0,0
OR2K2,3.0960817785139283,Negative,0,0,0,0,0,0,0,0
OR2T35,2.477880715863833,Negative,0,0,0,0,0,0,0,0
OR51B4,4.912166841558916,EnSig,0,0,0,0,0,0,0,0
OR5A1,2.626094063528334,Negative,0,0,0,0,0,0,0,0
OR5F1,2.5387867591663333,Negative,0,0,0,0,0,0,0,0
OR6B1,2.7332965559876663,Negative,0,0,0,0,0,0,0,0
OR6C1,2.5366017706743333,Negative,0,0,0,0,0,0,0,0
OR7A17,4.121891391107262,Negative,0,0,0,0,0,0,0,0
OR7G3,2.731222393339166,Negative,0,0,0,0,0,0,0,0
OR8D4,2.635504979137333,Negative,0,0,0,0,0,0,0,0
ORAI2,4.2721644322135,Negative,1,0,0,0,0,0,0,0
ORC1,4.5830676108178885,Negative,0,0,0,0,0,0,0,0
ORC2,4.1718037500799765,Negative,0,0,0,0,0,0,0,0
ORC3,4.131276143680498,Negative,0,0,0,0,0,0,0,0
ORC4,3.9948204576674993,Negative,0,0,0,0,0,0,0,0
ORC5,4.530482272797666,Negative,0,0,0,0,0,0,0,0
ORC6,4.212008986506999,Negative,0,0,0,0,0,0,0,0
ORMDL1,4.191641402474667,Negative,0,0,0,0,0,0,0,0
ORMDL2,4.390967724988363,Negative,0,0,0,0,0,0,0,0
ORMDL3,4.533049711018862,Negative,0,0,0,0,0,0,0,0
OS9,4.314970698399785,Negative,1,0,0,0,0,0,0,0
OSBP,4.2764555945154985,Negative,1,0,1,1,0,0,0,0
OSBP2,4.141579645490332,Negative,0,0,0,0,0,0,0,0
OSBPL10,4.195820433588448,Negative,0,0,0,0,0,0,0,0
OSBPL11,4.3303131410878315,Negative,1,1,1,0,0,0,0,0
OSBPL1A,4.382327504731165,Negative,1,0,1,0,0,0,0,0
OSBPL2,4.688310406755285,EnSig,0,0,0,0,0,0,0,0
OSBPL3,4.1989619148463335,Negative,0,0,0,0,0,0,0,0
OSBPL5,4.405852211837999,Negative,0,0,1,0,0,0,0,0
OSBPL6,4.284550562419668,Negative,1,0,0,0,0,0,0,0
OSBPL8,4.579718712652489,Negative,0,0,1,1,0,0,0,0
OSBPL9,4.323328588181333,Negative,0,0,1,0,0,0,0,0
OSCP1,4.3602410107075,Negative,0,0,1,0,0,0,1,0
OSGEP,4.272833451042501,Negative,0,0,0,0,0,0,0,0
OSMR,4.285446377237833,Negative,0,0,0,0,0,0,0,0
OSR1,4.585140057070193,Negative,0,0,0,0,0,0,0,0
OSR2,4.187873189138166,Negative,0,0,0,0,0,0,0,0
OSTF1,4.547839805366333,Negative,0,0,0,0,0,0,0,0
OSTM1,4.251839579751,Negative,0,0,0,0,0,0,0,0
OTC,4.5331310972255,Negative,0,0,0,0,0,0,0,0
OTOF,4.667799524243748,Negative,0,0,0,0,0,1,0,0
OTOG,3.1992996521224986,Negative,0,0,0,0,0,0,0,0
OTOP3,4.796109029433347,EnSig,0,0,0,0,0,0,0,0
OTP,4.520179138688998,Negative,0,0,0,0,0,0,0,0
OTUB1,4.361997748637166,Negative,1,1,1,0,0,0,0,1
OTUD3,4.4444694380044885,Negative,0,0,0,0,0,0,0,0
OTUD4,4.4378750002235,Negative,0,0,0,0,0,0,0,0
OTUD5,4.316427706392498,Negative,0,0,0,0,0,0,0,0
OTUD7A,4.695375423002499,EnSig,1,1,0,0,0,0,0,0
OTULIN,4.211420778318,Negative,0,0,0,0,0,0,0,0
OTX1,4.152372995405333,Negative,0,0,0,0,0,0,0,0
OTX2,4.598624477544576,Negative,0,0,0,0,0,0,0,0
OVCA2,3.984499538022405,Negative,0,0,0,0,0,0,0,0
OVGP1,4.480897691603,Negative,0,0,0,0,0,0,0,0
OVOL1,4.512210469062,Negative,0,0,0,0,0,0,0,0
OVOL2,4.5439566133552125,Negative,0,0,0,0,0,0,0,0
OXA1L,4.125561420986166,Negative,1,0,1,0,0,0,0,0
OXCT1,4.3504261147525,Negative,0,0,1,0,0,0,1,0
OXCT2,3.856341916089056,Negative,0,0,0,0,0,0,0,0
OXER1,3.925586579348928,Negative,0,0,0,0,0,0,0,0
OXR1,4.337768293233418,Negative,1,1,0,0,0,0,1,0
OXSM,4.087470937756241,Negative,1,0,0,0,0,0,0,0
OXSR1,4.322746299158166,Negative,1,0,1,0,0,0,0,0
P2RX1,4.291218476811917,Negative,0,0,0,0,1,1,0,1
P2RX2,4.262804238655057,Negative,0,0,0,1,1,1,0,0
P2RX4,4.066979943532833,Negative,0,0,0,0,0,1,0,0
P2RX5,3.9326519941383333,Negative,0,0,0,0,0,1,0,0
P2RX6,4.359739067594403,Negative,0,0,0,0,1,1,0,1
P2RX7,4.632762139692167,Negative,0,0,0,0,1,1,0,1
P2RY12,4.617073666847583,Negative,0,0,0,0,0,0,0,0
P2RY13,3.9032028443830953,Negative,0,0,0,0,0,0,0,0
P2RY14,4.563148312148333,Negative,0,0,0,0,0,0,0,0
P2RY2,4.238733890067916,Negative,0,0,0,0,1,0,0,1
P2RY8,4.611788296394112,Negative,0,0,0,0,0,0,0,0
P4HA1,4.095708392540498,Negative,0,0,1,0,0,0,0,0
P4HA2,4.37603762499725,Negative,0,0,1,0,0,0,0,0
P4HA3,4.567805653362666,Negative,0,0,0,0,0,0,0,0
P4HB,4.276060599254083,Negative,1,0,1,0,0,0,0,1
P4HTM,4.256775901363952,Negative,0,0,0,0,0,0,0,0
PA2G4,4.4323078301735,Negative,1,0,1,0,0,0,0,0
PAAF1,4.362856567454388,Negative,0,0,1,0,0,0,0,0
PABPC1,4.538256731010666,Negative,1,1,1,1,1,1,1,0
PABPC1L,3.9740355303929578,Negative,0,0,0,0,0,0,0,0
