Gene,Synapse Status,Synapse Percentile,Cortex,Striatum,hiPSC,Fetal,SynGO,SynDB,SynSysNet
MX2,Not a synapse gene,11.86,0,0,0,0,0,0,0
MXD1,Not a synapse gene,44.50,0,0,0,0,0,0,0
MXI1,Not a synapse gene,60.25,0,0,0,0,0,0,0
MXRA8,Not a synapse gene,26.48,0,0,0,0,0,0,0
MYADM,Not a synapse gene,53.08,1,1,1,0,0,0,0
MYB,Not a synapse gene,84.48,0,0,0,0,0,0,0
MYBBP1A,Not a synapse gene,77.88,0,0,1,0,0,0,0
MYBL1,Not a synapse gene,35.26,0,0,0,0,0,0,0
MYBL2,Not a synapse gene,62.60,0,0,0,0,0,0,0
MYBPC1,Not a synapse gene,65.28,0,0,1,0,0,0,0
MYBPC2,Not a synapse gene,64.94,0,0,0,0,0,0,0
MYBPC3,Not a synapse gene,86.11,0,0,0,0,0,0,0
MYBPH,Not a synapse gene,48.82,0,0,0,0,0,0,0
MYC,yes,99.78,0,0,0,0,0,0,0
MYCBP2,Not a synapse gene,85.46,1,0,1,1,0,1,0
MYCBPAP,Not a synapse gene,9.88,0,0,0,0,0,0,0
MYCL,Not a synapse gene,21.58,0,0,0,0,0,0,0
MYCN,Not a synapse gene,26.45,0,0,0,0,0,0,0
MYCT1,Not a synapse gene,7.11,0,0,0,0,0,0,0
MYD88,Not a synapse gene,57.62,0,0,0,0,0,0,0
MYEF2,Not a synapse gene,65.64,1,0,1,1,0,0,0
MYF5,Not a synapse gene,3.73,0,0,0,0,0,0,0
MYH1,Not a synapse gene,83.97,0,0,0,0,0,0,0
MYH13,Not a synapse gene,86.57,0,0,0,0,0,0,0
MYH14,Not a synapse gene,81.89,1,1,1,0,0,0,0
MYH15,Not a synapse gene,71.74,0,0,0,0,0,0,0
MYH2,Not a synapse gene,44.16,0,0,0,0,0,0,0
MYH3,Not a synapse gene,54.34,0,0,0,0,0,0,0
MYH4,Not a synapse gene,84.38,0,0,0,0,0,0,0
MYH6,Not a synapse gene,66.23,0,0,0,0,0,1,0
MYH7,yes,95.26,0,0,0,0,0,0,0
MYH7B,Not a synapse gene,67.19,0,0,0,0,0,0,0
MYH8,Not a synapse gene,87.01,0,0,0,0,0,0,0
MYH9,yes,99.47,1,1,1,1,0,0,1
MYL1,Not a synapse gene,9.90,0,0,0,0,0,0,0
MYL10,Not a synapse gene,6.77,0,0,0,0,0,0,0
MYL12B,yes,89.41,1,1,0,0,0,0,0
MYL2,Not a synapse gene,6.62,0,0,0,0,0,0,0
MYL5,Not a synapse gene,38.33,0,0,0,0,0,0,0
MYL6,Not a synapse gene,86.91,1,1,1,1,0,1,1
MYL9,Not a synapse gene,61.67,1,0,1,0,0,0,1
MYLK,yes,94.22,0,0,0,0,0,0,0
MYLK2,Not a synapse gene,24.68,0,0,0,0,0,0,0
MYLK3,Not a synapse gene,29.78,0,0,0,0,0,0,0
MYLPF,Not a synapse gene,1.87,0,0,0,0,0,0,0
MYNN,Not a synapse gene,7.47,0,0,0,0,0,0,0
MYO10,yes,94.35,0,0,0,0,0,0,0
MYO15A,Not a synapse gene,79.74,0,0,0,0,0,0,0
MYO15B,Not a synapse gene,76.08,0,0,0,0,0,0,0
MYO16,Not a synapse gene,69.94,0,0,0,0,0,0,0
MYO18A,yes,92.86,1,1,1,1,0,1,0
MYO18B,Not a synapse gene,37.77,0,0,0,0,0,0,0
MYO1A,Not a synapse gene,42.02,0,0,0,0,0,0,0
MYO1B,yes,91.62,1,0,1,1,0,1,0
MYO1C,yes,94.59,1,0,1,0,0,1,0
MYO1E,Not a synapse gene,76.86,0,0,0,0,0,1,0
MYO1F,Not a synapse gene,37.43,0,0,0,1,0,0,0
MYO1G,Not a synapse gene,52.03,0,0,0,0,0,0,0
MYO3A,Not a synapse gene,50.82,0,0,0,1,0,0,0
MYO3B,Not a synapse gene,62.11,0,0,0,0,0,0,0
MYO5B,Not a synapse gene,74.33,1,1,0,1,1,0,0
MYO5C,Not a synapse gene,78.75,0,0,0,1,0,1,0
MYO6,Not a synapse gene,83.73,1,1,1,0,1,1,0
MYO7A,Not a synapse gene,81.06,0,0,0,1,0,0,0
MYO7B,Not a synapse gene,77.76,0,0,0,0,0,0,0
MYO9B,Not a synapse gene,78.51,0,0,1,0,0,0,0
MYOC,Not a synapse gene,21.86,0,0,0,0,0,0,0
MYOCD,Not a synapse gene,39.55,0,0,0,0,0,0,0
MYOD1,Not a synapse gene,57.85,0,0,0,0,0,0,0
MYOF,yes,88.97,0,0,1,0,0,0,0
MYOG,Not a synapse gene,66.77,0,0,0,0,0,0,0
MYOM1,Not a synapse gene,34.07,0,0,0,0,0,0,0
MYOM2,Not a synapse gene,36.77,0,0,0,0,0,0,0
MYOM3,Not a synapse gene,32.96,0,0,0,0,0,0,0
MYOT,Not a synapse gene,20.70,0,0,0,0,0,0,0
MYOZ1,Not a synapse gene,33.27,0,0,0,0,0,0,0
MYOZ2,Not a synapse gene,27.67,0,0,0,0,0,0,0
MYOZ3,Not a synapse gene,14.60,0,0,0,0,0,0,0
MYPN,Not a synapse gene,29.75,0,0,0,0,0,0,0
MYPOP,Not a synapse gene,82.22,0,0,0,0,0,0,0
MYRIP,Not a synapse gene,85.38,1,0,0,0,0,0,1
MYSM1,Not a synapse gene,48.40,0,0,0,0,0,0,0
MYT1,Not a synapse gene,47.74,0,0,0,0,0,0,0
MYT1L,yes,98.15,0,0,0,0,0,0,0
MZF1,Not a synapse gene,19.96,0,0,0,0,0,0,0
MZT2A,Not a synapse gene,17.14,0,0,0,0,0,0,0
MZT2B,Not a synapse gene,48.51,0,0,0,0,0,0,0
N4BP2,Not a synapse gene,46.69,0,0,0,0,0,0,0
N4BP2L2,Not a synapse gene,23.25,0,0,0,0,0,0,0
N4BP3,Not a synapse gene,53.53,1,0,0,0,0,0,0
NAA10,Not a synapse gene,77.03,0,0,1,0,0,0,0
NAA11,Not a synapse gene,17.49,0,0,0,0,0,0,0
NAA15,Not a synapse gene,43.03,0,0,1,0,0,0,0
NAA16,Not a synapse gene,17.87,0,0,0,0,0,0,0
NAA25,Not a synapse gene,35.03,0,0,1,0,0,0,0
NAA30,Not a synapse gene,10.64,0,0,0,0,0,0,0
NAA35,Not a synapse gene,23.93,0,0,0,0,0,0,0
NAA38,Not a synapse gene,8.43,0,0,0,0,0,0,0
NAA40,Not a synapse gene,2.71,0,0,0,1,0,0,0
NAA50,Not a synapse gene,34.72,0,0,1,0,0,0,0
NAALAD2,Not a synapse gene,22.47,0,0,0,0,0,0,0
NAALADL2,yes,90.32,0,0,0,0,0,0,0
NAB1,Not a synapse gene,19.85,0,0,0,0,0,0,0
NAB2,Not a synapse gene,56.49,0,0,0,0,0,0,0
NABP2,Not a synapse gene,50.13,0,0,0,0,0,0,0
NACA,Not a synapse gene,85.76,0,1,1,0,0,0,0
NACA2,Not a synapse gene,3.02,0,0,0,0,0,0,0
NACAD,Not a synapse gene,54.92,1,0,1,0,0,0,0
NACC1,Not a synapse gene,67.46,0,0,0,0,0,0,0
NACC2,Not a synapse gene,52.86,0,0,0,0,0,0,0
NADK,Not a synapse gene,83.38,0,0,0,0,0,0,0
NADK2,Not a synapse gene,22.42,0,0,0,0,0,0,0
NADSYN1,Not a synapse gene,15.97,0,0,0,0,0,0,0
NAF1,Not a synapse gene,66.26,0,0,0,0,0,0,0
NAGK,Not a synapse gene,59.27,0,0,1,0,0,0,0
NAGS,Not a synapse gene,3.58,0,0,0,0,0,0,0
NAIP,Not a synapse gene,46.43,0,0,0,0,0,0,0
NALCN,Not a synapse gene,86.21,0,0,0,0,0,0,0
NAMPT,Not a synapse gene,54.55,1,0,0,0,0,0,0
NANOG,Not a synapse gene,66.60,0,0,0,0,0,0,0
NANOGNB,Not a synapse gene,0.18,0,0,0,0,0,0,0
NANOS1,Not a synapse gene,3.67,0,0,0,0,0,0,0
NANP,Not a synapse gene,7.93,0,0,0,0,0,0,0
NAP1L1,yes,93.31,1,0,1,1,0,1,0
NAP1L2,Not a synapse gene,87.16,0,0,0,0,0,0,0
NAP1L4,Not a synapse gene,75.87,1,1,1,1,0,1,0
NAP1L5,Not a synapse gene,86.46,0,0,0,0,0,0,0
NAPEPLD,Not a synapse gene,52.82,0,0,0,0,0,0,0
NAPSA,Not a synapse gene,6.97,0,0,0,0,0,0,0
NARF,Not a synapse gene,14.75,0,0,0,0,0,0,0
NARS2,Not a synapse gene,19.79,0,0,1,0,0,0,0
NASP,Not a synapse gene,84.66,0,0,1,0,0,0,0
NAT1,Not a synapse gene,27.99,0,0,0,0,0,0,0
NAT10,Not a synapse gene,76.80,0,0,1,0,0,0,0
NAT8,Not a synapse gene,1.75,0,0,0,0,0,0,0
NAV2,Not a synapse gene,43.70,0,0,1,0,0,0,0
NAV3,Not a synapse gene,78.61,0,1,0,1,0,0,0
NBAS,Not a synapse gene,59.86,0,0,1,0,0,0,0
NBEA,yes,93.37,1,1,1,1,0,1,1
NBEAL2,yes,97.75,0,0,0,0,0,0,0
NBN,Not a synapse gene,80.55,0,0,0,0,0,0,0
NBPF1,Not a synapse gene,5.75,0,0,0,0,0,0,0
NBPF3,Not a synapse gene,3.64,0,0,0,0,0,0,0
NBR1,Not a synapse gene,60.88,0,0,0,0,0,0,0
NCALD,yes,96.92,1,1,1,0,0,1,1
NCAM1,yes,95.14,1,1,1,1,1,1,1
NCAM2,yes,88.11,1,0,1,0,0,1,1
NCAPD2,Not a synapse gene,73.69,0,0,1,0,0,0,0
NCAPD3,Not a synapse gene,43.34,0,0,0,0,0,0,0
NCAPG,Not a synapse gene,39.83,0,0,0,0,0,0,0
NCAPG2,Not a synapse gene,39.14,0,0,0,0,0,0,0
NCAPH,Not a synapse gene,39.03,0,0,0,0,0,0,0
NCAPH2,yes,91.98,0,0,0,0,0,0,0
NCBP2,Not a synapse gene,70.22,0,0,0,0,0,0,0
NCCRP1,Not a synapse gene,24.29,0,0,0,0,0,0,0
NCDN,yes,94.88,1,1,1,1,0,1,1
NCEH1,Not a synapse gene,81.97,0,0,0,0,0,0,0
NCF1,Not a synapse gene,70.24,0,0,0,0,0,0,0
NCF2,Not a synapse gene,31.60,0,0,0,0,0,0,0
NCF4,Not a synapse gene,15.00,0,0,0,0,0,0,0
NCK1,yes,96.12,1,0,0,0,0,0,0
NCK2,yes,96.15,1,0,1,1,0,0,0
NCKAP1,yes,88.41,1,1,1,1,1,1,1
NCKAP1L,Not a synapse gene,15.66,0,0,0,0,0,1,0
NCKAP5,Not a synapse gene,47.61,0,0,0,0,0,0,0
NCKAP5L,Not a synapse gene,25.59,0,0,0,0,0,0,0
NCKIPSD,Not a synapse gene,87.44,1,0,0,0,0,1,1
NCL,yes,98.38,1,1,1,1,0,0,0
NCOA1,yes,97.67,0,0,0,0,0,0,0
NCOA2,yes,95.46,0,0,0,0,0,0,0
NCOA3,yes,93.23,0,0,0,0,0,0,0
NCOA6,Not a synapse gene,44.66,0,0,0,0,0,0,0
NCOA7,Not a synapse gene,86.65,0,0,0,0,0,0,0
NCOR1,yes,92.44,0,0,0,0,0,0,0
NCOR2,yes,89.99,0,0,0,1,0,0,0
NCR3LG1,Not a synapse gene,75.90,0,0,0,0,0,0,0
NDC1,Not a synapse gene,57.25,0,0,0,0,0,0,0
NDC80,Not a synapse gene,73.44,0,0,0,0,0,0,0
NDE1,Not a synapse gene,77.54,0,0,0,0,0,0,0
NDFIP1,yes,94.41,0,0,0,0,0,0,0
NDFIP2,Not a synapse gene,83.07,0,0,1,0,0,0,0
NDN,Not a synapse gene,71.23,0,1,1,0,0,0,0
NDOR1,Not a synapse gene,20.07,0,0,0,0,0,0,0
NDRG1,yes,93.63,0,0,1,1,0,1,0
NDRG2,yes,92.39,1,0,0,0,0,1,1
NDRG3,yes,95.74,1,0,1,0,0,0,0
NDRG4,yes,98.81,0,1,1,0,0,0,0
NDST1,Not a synapse gene,65.26,0,0,0,0,0,0,0
NDST2,Not a synapse gene,12.53,0,0,0,0,0,0,0
NDUFA1,Not a synapse gene,42.46,0,0,0,0,0,0,0
NDUFA10,Not a synapse gene,60.65,1,1,1,1,0,1,0
NDUFA13,Not a synapse gene,53.09,1,1,1,1,0,0,0
NDUFA2,Not a synapse gene,62.97,1,1,0,0,0,1,0
NDUFA3,Not a synapse gene,49.67,0,0,0,0,0,0,0
NDUFA4,Not a synapse gene,86.16,1,1,0,0,0,1,0
NDUFA5,Not a synapse gene,74.70,1,1,0,0,0,1,0
NDUFA6,Not a synapse gene,5.00,1,1,0,0,0,1,0
NDUFA7,Not a synapse gene,22.59,1,1,0,0,0,0,0
NDUFA8,Not a synapse gene,79.08,1,1,1,0,0,1,0
NDUFA9,Not a synapse gene,63.95,1,1,1,1,0,1,0
NDUFAB1,Not a synapse gene,0.02,1,1,0,0,0,0,0
NDUFAF1,Not a synapse gene,53.36,0,0,0,0,0,0,0
NDUFAF2,Not a synapse gene,26.19,0,0,0,0,0,0,0
NDUFAF4,Not a synapse gene,79.87,1,0,0,0,0,0,0
NDUFAF7,Not a synapse gene,70.36,0,0,0,0,0,0,0
NDUFB1,Not a synapse gene,35.62,0,0,0,0,0,0,0
NDUFB10,Not a synapse gene,58.20,1,1,1,1,0,1,0
NDUFB11,Not a synapse gene,19.21,1,1,0,0,0,0,0
NDUFB2,Not a synapse gene,45.01,1,1,0,0,0,0,0
NDUFB4,Not a synapse gene,52.90,1,1,0,0,0,1,0
NDUFB5,Not a synapse gene,51.08,1,0,1,0,0,0,0
NDUFB6,Not a synapse gene,32.87,1,1,0,0,0,1,0
NDUFB7,Not a synapse gene,75.80,1,0,1,0,0,0,0
NDUFB8,Not a synapse gene,69.86,1,1,1,1,0,1,0
NDUFB9,Not a synapse gene,68.58,1,1,1,1,0,1,0
NDUFC2,Not a synapse gene,38.76,1,1,0,0,0,1,0
NDUFS1,yes,94.92,1,1,1,1,0,1,0
NDUFS2,Not a synapse gene,64.36,1,1,1,1,0,1,0
NDUFS3,Not a synapse gene,80.74,1,1,1,1,0,1,0
NDUFS4,Not a synapse gene,51.88,1,1,0,0,0,0,0
NDUFS8,Not a synapse gene,67.06,1,1,1,1,0,0,0
NDUFV1,Not a synapse gene,78.14,1,1,1,1,0,1,0
NDUFV2,Not a synapse gene,21.84,1,1,1,1,0,1,0
NDUFV3,Not a synapse gene,42.83,1,1,0,0,0,1,0
NEB,Not a synapse gene,19.98,0,0,1,1,0,0,0
NEBL,yes,89.13,1,1,0,0,0,1,1
NECAB1,Not a synapse gene,83.11,1,0,0,0,0,0,0
NECAP1,yes,94.71,0,0,1,1,0,0,1
NECAP2,Not a synapse gene,35.72,0,0,0,0,0,0,0
NEDD1,Not a synapse gene,84.57,0,0,0,0,0,0,0
NEDD4,yes,98.30,1,0,0,0,1,1,0
NEDD4L,yes,97.59,1,0,1,1,0,0,0
NEDD8,yes,96.43,0,1,0,0,0,0,1
NEDD9,yes,92.30,0,0,0,0,0,0,0
NEFH,Not a synapse gene,75.67,1,1,1,0,1,0,1
NEFM,yes,91.38,1,1,1,1,1,1,1
NEGR1,yes,90.29,1,1,1,1,0,1,0
NEIL1,Not a synapse gene,36.34,0,0,0,0,0,0,0
NEIL2,Not a synapse gene,36.84,0,0,0,0,0,0,0
NEIL3,Not a synapse gene,15.21,0,0,0,1,0,0,0
NEK1,Not a synapse gene,54.83,0,0,1,0,0,0,0
NEK11,Not a synapse gene,41.30,0,0,0,0,0,0,0
NEK2,Not a synapse gene,58.98,0,0,0,0,0,0,0
NEK3,Not a synapse gene,13.56,0,0,0,0,0,0,0
NEK4,Not a synapse gene,22.38,0,0,0,0,0,0,0
NEK6,Not a synapse gene,87.07,0,0,0,0,0,0,0
NEK7,Not a synapse gene,33.46,0,0,1,0,0,0,0
NEK9,Not a synapse gene,64.34,0,0,1,0,0,0,0
NELFB,Not a synapse gene,67.18,0,0,1,0,0,0,0
NELFE,Not a synapse gene,61.98,0,0,0,0,0,0,0
NEMF,Not a synapse gene,62.61,0,0,0,0,0,0,0
NEO1,yes,91.56,1,0,1,1,0,1,1
NES,Not a synapse gene,85.96,0,0,1,1,0,0,0
NET1,Not a synapse gene,32.18,0,0,0,0,0,0,0
NETO2,Not a synapse gene,57.48,0,0,0,0,1,0,0
NEU1,Not a synapse gene,55.03,0,0,0,0,0,0,0
NEU4,Not a synapse gene,55.98,0,0,0,0,0,0,0
NEURL4,Not a synapse gene,86.55,0,0,1,0,0,0,0
NEUROG3,Not a synapse gene,49.88,0,0,0,0,0,0,0
NEXN,Not a synapse gene,49.94,0,0,0,0,0,0,0
NF1,Not a synapse gene,82.04,1,0,1,0,0,1,1
NF2,yes,95.40,0,0,0,0,0,0,0
NFASC,Not a synapse gene,87.23,1,1,1,1,0,1,1
NFAT5,Not a synapse gene,67.03,0,0,0,0,0,0,0
NFATC1,Not a synapse gene,77.47,0,0,0,0,0,0,0
NFATC2,Not a synapse gene,59.38,0,0,0,0,0,0,0
NFATC2IP,Not a synapse gene,38.51,0,0,0,0,0,0,0
NFATC3,Not a synapse gene,44.82,0,0,0,0,0,0,0
NFATC4,Not a synapse gene,63.04,0,0,0,0,0,0,0
NFE2L1,Not a synapse gene,79.10,0,0,0,0,0,0,0
NFE2L2,Not a synapse gene,81.79,0,0,0,0,0,0,0
NFE2L3,Not a synapse gene,8.54,0,0,0,0,0,0,0
NFIA,Not a synapse gene,83.59,0,0,0,1,0,0,0
NFIB,Not a synapse gene,65.30,0,0,0,1,0,0,0
NFIC,Not a synapse gene,68.37,0,0,0,0,0,0,0
NFIL3,Not a synapse gene,3.83,0,0,0,0,0,0,0
NFIX,Not a synapse gene,87.45,0,0,0,1,0,0,0
NFKB1,yes,99.73,0,0,0,0,0,0,0
NFKB2,yes,96.27,0,0,0,0,0,0,0
NFKBIA,yes,92.99,0,0,0,0,0,0,0
NFKBIB,Not a synapse gene,69.25,0,0,0,0,0,0,0
NFKBIE,Not a synapse gene,45.28,0,0,0,0,0,1,0
NFKBIL1,Not a synapse gene,17.67,0,0,0,0,0,0,0
NFRKB,Not a synapse gene,29.43,0,0,0,0,0,0,0
NFS1,Not a synapse gene,61.00,1,0,0,0,0,0,0
NFX1,Not a synapse gene,74.34,0,0,0,0,0,0,0
NFXL1,Not a synapse gene,27.59,0,0,0,0,0,0,0
NFYB,Not a synapse gene,33.13,0,0,0,0,0,0,0
NGF,Not a synapse gene,31.82,0,0,0,0,0,0,0
NGFR,Not a synapse gene,45.02,0,0,1,0,0,0,0
NGLY1,Not a synapse gene,48.26,0,0,1,0,0,0,0
NGRN,Not a synapse gene,73.41,0,0,0,0,0,0,0
NHEJ1,Not a synapse gene,7.90,0,0,0,0,0,0,0
NHLH1,Not a synapse gene,63.07,0,0,0,0,0,0,0
NHLRC2,Not a synapse gene,66.15,0,0,1,0,0,0,0
NHP2,Not a synapse gene,44.07,0,0,1,0,0,0,0
NHS,Not a synapse gene,22.14,0,0,0,0,0,0,0
NID2,Not a synapse gene,48.05,0,0,0,0,0,0,0
NIF3L1,Not a synapse gene,70.31,0,0,0,0,0,0,0
NIFK,Not a synapse gene,82.99,0,0,0,0,0,0,0
NIM1K,Not a synapse gene,69.10,0,0,0,0,0,0,0
NINL,Not a synapse gene,71.33,0,0,0,0,0,0,0
NIP7,Not a synapse gene,29.76,0,0,0,0,0,0,0
NIPBL,Not a synapse gene,87.42,0,0,0,0,0,0,0
NIPSNAP1,Not a synapse gene,58.14,1,1,1,0,0,0,1
NISCH,yes,89.86,1,0,1,0,0,0,0
NIT1,Not a synapse gene,21.89,0,0,0,0,0,0,0
NIT2,Not a synapse gene,17.73,0,0,1,0,0,0,0
NKAP,Not a synapse gene,66.43,0,0,0,0,0,0,0
NKAPL,Not a synapse gene,8.94,0,0,0,0,0,0,0
NKIRAS2,Not a synapse gene,19.23,0,0,1,0,0,0,0
NKRF,Not a synapse gene,78.60,0,0,0,0,0,0,0
NKX2-1,Not a synapse gene,26.32,0,0,0,0,0,0,0
NKX2-2,Not a synapse gene,24.55,0,0,0,0,0,0,0
NKX2-4,Not a synapse gene,8.99,0,0,0,0,0,0,0
NKX2-5,Not a synapse gene,20.83,0,0,0,0,0,0,0
NKX3-1,Not a synapse gene,40.48,0,0,0,0,0,0,0
NKX3-2,Not a synapse gene,10.30,0,0,0,0,0,0,0
NKX6-1,Not a synapse gene,8.05,0,0,0,0,0,0,0
NLE1,Not a synapse gene,41.11,0,0,1,0,0,0,0
NLGN1,yes,88.38,0,1,0,0,1,1,1
NLGN2,Not a synapse gene,27.76,1,1,1,1,1,1,1
NLGN3,Not a synapse gene,70.28,1,1,0,0,1,0,1
NLK,yes,94.43,0,0,0,0,0,0,0
NLN,Not a synapse gene,32.58,0,0,1,1,0,0,0
NLRC5,Not a synapse gene,63.65,0,0,0,0,0,0,0
NLRP1,Not a synapse gene,85.86,0,0,0,0,0,0,0
NLRP10,Not a synapse gene,10.26,0,0,0,0,0,0,0
NLRP14,Not a synapse gene,22.53,0,0,0,0,0,0,0
NLRP2,Not a synapse gene,77.11,0,0,0,0,0,0,0
NLRP3,Not a synapse gene,68.22,0,0,1,0,0,0,0
NLRP4,Not a synapse gene,48.53,0,0,0,0,0,0,0
NLRP5,Not a synapse gene,40.15,0,0,0,0,0,0,0
NLRP9,Not a synapse gene,24.62,0,0,0,0,0,0,0
NLRX1,Not a synapse gene,42.72,1,1,0,0,0,0,0
NMBR,Not a synapse gene,14.65,0,0,0,0,0,0,0
NMD3,Not a synapse gene,60.13,0,0,1,0,0,0,0
NME2,Not a synapse gene,77.20,1,1,1,0,0,1,1
NME3,Not a synapse gene,49.96,0,0,0,0,0,1,0
NME4,Not a synapse gene,73.79,0,0,0,0,0,0,0
NME5,Not a synapse gene,40.52,0,0,0,0,0,0,0
NME6,Not a synapse gene,13.63,0,0,0,0,0,0,0
NMI,Not a synapse gene,37.22,0,0,0,0,0,0,0
NMNAT1,Not a synapse gene,39.22,0,0,0,0,0,0,0
NMNAT2,Not a synapse gene,79.97,0,0,0,0,0,0,0
NMNAT3,Not a synapse gene,44.28,0,0,0,0,0,0,0
NMRAL1,Not a synapse gene,20.96,0,0,0,0,0,0,0
NMRK1,Not a synapse gene,25.23,0,0,0,0,0,0,0
NMRK2,Not a synapse gene,31.33,0,0,0,0,0,0,0
NMT1,Not a synapse gene,86.17,1,0,1,0,0,0,0
NMT2,Not a synapse gene,40.73,0,0,0,0,0,0,0
NNMT,Not a synapse gene,33.34,0,0,0,0,0,0,0
NNT,Not a synapse gene,82.05,0,0,1,1,0,1,0
NOA1,Not a synapse gene,13.07,0,0,0,0,0,0,0
NOB1,Not a synapse gene,37.32,0,0,0,0,0,0,0
NOC3L,Not a synapse gene,32.09,0,0,0,0,0,0,0
NOC4L,Not a synapse gene,47.56,0,0,1,0,0,0,0
NOD1,Not a synapse gene,69.21,0,0,0,0,0,0,0
NOD2,Not a synapse gene,75.16,0,0,0,0,0,0,0
NOL10,Not a synapse gene,31.83,0,0,0,0,0,0,0
NOL11,Not a synapse gene,21.95,0,0,0,0,0,0,0
NOL7,Not a synapse gene,9.31,0,0,0,0,0,0,0
NOL8,Not a synapse gene,61.25,0,0,0,0,0,0,0
NOL9,Not a synapse gene,28.38,0,0,0,0,0,0,0
NOLC1,Not a synapse gene,76.68,0,0,1,1,0,0,0
NOM1,Not a synapse gene,59.31,0,0,0,0,0,0,0
NOMO1,Not a synapse gene,59.22,1,1,1,0,0,1,0
NOMO2,Not a synapse gene,56.25,0,0,0,0,0,0,0
NOMO3,Not a synapse gene,26.57,0,0,0,0,0,0,0
NONO,yes,91.74,1,0,1,1,0,0,0
NOP10,Not a synapse gene,19.58,0,0,0,0,0,0,0
NOP14,Not a synapse gene,59.28,0,0,0,0,0,0,0
NOP2,Not a synapse gene,76.47,0,0,0,0,0,0,0
NOP56,yes,94.38,0,1,1,1,0,0,0
NOP58,Not a synapse gene,81.91,0,0,1,1,0,0,0
NOS1,Not a synapse gene,86.22,1,1,0,1,1,1,0
NOS2,yes,94.37,0,0,0,0,0,0,0
NOS3,Not a synapse gene,74.58,0,0,0,0,0,0,0
NOSIP,Not a synapse gene,37.39,0,0,0,0,0,0,0
NOSTRIN,Not a synapse gene,29.73,0,0,0,0,0,0,0
NOTCH1,yes,97.30,0,0,0,0,0,0,0
NOTCH2,yes,98.59,0,0,0,0,0,0,0
NOTCH3,yes,96.38,0,0,0,0,0,0,0
NOTCH4,Not a synapse gene,50.34,0,0,0,0,0,0,0
NOTO,Not a synapse gene,2.55,0,0,0,0,0,0,0
NOTUM,Not a synapse gene,13.49,0,0,0,0,0,0,0
NOVA1,Not a synapse gene,38.16,0,0,1,0,0,0,0
NOVA2,Not a synapse gene,53.99,0,0,1,1,0,0,0
NOX1,Not a synapse gene,2.57,0,0,0,0,0,0,0
NOX4,Not a synapse gene,46.50,0,0,0,0,0,0,0
NOX5,Not a synapse gene,74.22,0,0,0,0,0,0,0
NOXA1,Not a synapse gene,64.97,0,0,0,0,0,0,0
NOXO1,Not a synapse gene,5.79,0,0,0,0,0,0,0
NPAS1,Not a synapse gene,33.15,0,0,0,0,0,0,0
NPAS2,Not a synapse gene,64.81,0,0,0,0,0,0,0
NPAS3,Not a synapse gene,73.54,0,0,0,0,0,0,0
NPAT,Not a synapse gene,10.98,0,0,0,0,0,0,0
NPC1,Not a synapse gene,47.43,0,0,1,0,0,0,0
NPC1L1,Not a synapse gene,38.63,0,0,0,0,0,0,0
NPC2,Not a synapse gene,47.87,0,0,0,0,0,0,0
NPDC1,Not a synapse gene,70.80,1,0,1,0,0,0,0
NPEPL1,Not a synapse gene,21.93,0,0,0,0,0,0,0
NPEPPS,Not a synapse gene,77.95,0,1,1,1,0,1,1
NPFFR1,Not a synapse gene,65.77,0,0,0,0,0,0,0
NPFFR2,Not a synapse gene,45.46,0,0,0,0,0,0,0
NPHP3,Not a synapse gene,25.20,0,0,0,0,0,0,0
NPHS1,Not a synapse gene,76.71,0,0,0,0,0,0,0
NPHS2,Not a synapse gene,4.30,0,0,0,0,0,0,0
NPIPA1,Not a synapse gene,10.60,0,0,0,0,0,0,0
NPIPA7,Not a synapse gene,2.10,0,0,0,0,0,0,0
NPL,Not a synapse gene,13.93,0,0,0,0,0,0,0
NPLOC4,Not a synapse gene,81.22,0,0,1,0,0,0,0
NPM1,yes,99.48,1,0,1,1,0,1,0
NPM2,Not a synapse gene,73.31,0,0,0,0,0,0,0
NPM3,Not a synapse gene,68.88,0,0,0,0,0,0,0
NPNT,Not a synapse gene,10.76,0,0,0,0,0,0,0
NPPA,Not a synapse gene,31.77,0,0,0,0,0,0,0
NPPB,Not a synapse gene,6.52,0,0,0,0,0,0,0
NPRL2,Not a synapse gene,32.21,0,0,0,0,0,0,0
NPRL3,Not a synapse gene,13.83,0,0,0,0,0,0,0
NPY,Not a synapse gene,67.60,0,0,0,0,0,0,1
NPY2R,Not a synapse gene,77.70,0,0,0,0,0,0,0
NPY5R,Not a synapse gene,27.01,0,0,0,0,0,0,0
NQO1,Not a synapse gene,29.35,0,0,0,0,0,0,0
NQO2,Not a synapse gene,36.20,0,0,0,0,0,0,0
NR0B1,Not a synapse gene,11.12,0,0,0,1,0,0,0
NR0B2,Not a synapse gene,42.15,0,0,0,0,0,0,0
NR1D1,Not a synapse gene,46.13,0,0,0,0,0,0,0
NR1D2,Not a synapse gene,59.77,0,0,0,0,0,0,0
NR1H3,Not a synapse gene,63.20,0,0,0,0,0,0,0
NR1I2,Not a synapse gene,26.61,0,0,0,0,0,0,0
NR2C1,Not a synapse gene,19.50,0,0,0,0,0,0,0
NR2C2,Not a synapse gene,36.05,0,0,0,0,0,0,0
NR2E1,Not a synapse gene,45.04,0,0,0,0,0,0,0
NR2F1,Not a synapse gene,27.77,0,0,0,0,0,0,0
